Ward Code 1,Ward Name 1,All Ages
E05011181,Sutton Wylde Green,"8,552"
E05011182,Tyseley & Hay Mills,"12,547"
E05011183,Ward End,"13,688"
E05011184,Weoley & Selly Oak,"24,303"
E05011185,Yardley East,"10,247"
E05011186,Yardley West & Stechford,"12,979"
E05011187,Bishopstoke,"10,837"
E05011188,Botley,"6,132"
E05011189,Bursledon & Hound North,"9,179"
E05011190,Chandler's Ford,"10,686"
E05011191,Eastleigh Central,"11,812"
E05011192,Eastleigh North,"10,062"
E05011193,Eastleigh South,"10,859"
E05011194,Fair Oak & Horton Heath,"10,600"
E05011195,Hamble & Netley,"10,223"
E05011196,Hedge End North,"11,137"
E05011197,Hedge End South,"11,278"
E05011198,Hiltingbury,"10,798"
E05011199,West End North,"5,847"
E05011200,West End South,"6,070"
E05011201,Ashdown,"5,879"
E05011202,Baird,"5,575"
E05011203,Braybrooke,"5,627"
E05011204,Castle,"7,143"
E05011205,Central St Leonards,"7,706"
E05011206,Conquest,"4,928"
E05011207,Gensing,"6,780"
E05011208,Hollington,"5,732"
E05011209,Maze Hill,"5,550"
E05011210,Old Hastings,"5,147"
E05011211,Ore,"5,697"
E05011212,St Helens,"4,543"
E05011213,Silverhill,"5,716"
E05011214,Tressell,"5,833"
E05011215,West St Leonards,"4,748"
E05011216,Wishing Tree,"5,950"
E05011217,Barnehurst,"12,408"
E05011218,Belvedere,"18,216"
E05011219,Bexleyheath,"15,383"
E05011220,Blackfen & Lamorbey,"16,376"
E05011221,Blendon & Penhill,"16,028"
E05011222,Crayford,"16,695"
E05011223,Crook Log,"15,764"
E05011224,East Wickham,"15,972"
E05011225,Erith,"12,285"
E05011226,Falconwood & Welling,"16,942"
E05011227,Longlands,"10,059"
E05011228,Northumberland Heath,"10,851"
E05011229,St Mary's & St James,"10,581"
E05011230,Sidcup,"15,104"
E05011231,Slade Green & Northend,"13,092"
E05011232,Thamesmead East,"17,585"
E05011233,West Heath,"15,960"
E05011234,Aldborough,"14,958"
E05011235,Barkingside,"15,085"
E05011236,Bridge,"13,345"
E05011237,Chadwell,"16,304"
E05011238,Churchfields,"15,704"
E05011239,Clayhall,"13,911"
E05011240,Clementswood,"15,102"
E05011241,Cranbrook,"13,419"
E05011242,Fairlop,"13,884"
E05011243,Fullwell,"14,567"
E05011244,Goodmayes,"15,179"
E05011245,Hainault,"14,515"
E05011246,Ilford Town,"11,797"
E05011247,Loxford,"15,554"
E05011248,Mayfield,"15,124"
E05011249,Monkhams,"9,074"
E05011250,Newbury,"13,705"
E05011251,Seven Kings,"14,926"
E05011252,South Woodford,"13,272"
E05011253,Valentines,"15,572"
E05011254,Wanstead Park,"7,965"
E05011255,Wanstead Village,"12,696"
E05011256,Alconbury,"4,573"
E05011257,Brampton,"8,543"
E05011258,Buckden,"3,272"
E05011259,Fenstanton,"3,748"
E05011260,Godmanchester & Hemingford Abbots,"9,437"
E05011261,Great Paxton,"2,984"
E05011262,Great Staughton,"4,462"
E05011263,Hemingford Grey & Houghton,"6,337"
E05011264,Holywell-cum-Needingworth,"6,728"
E05011265,Huntingdon East,"6,958"
E05011266,Huntingdon North,"13,148"
E05011267,Kimbolton,"3,454"
E05011268,Ramsey,"10,283"
E05011269,St Ives East,"6,737"
E05011270,St Ives South,"7,961"
E05011271,St Ives West,"2,955"
E05011272,St Neots East,"3,919"
E05011273,St Neots Eatons,"10,998"
E05011274,St Neots Eynesbury,"12,282"
E05011275,St Neots Priory Park & Little Paxton,"10,335"
E05011276,Sawtry,"6,549"
E05011277,Somersham,"3,759"
E05011278,"Stilton, Folksworth & Washingley","6,464"
E05011279,The Stukeleys,"4,665"
E05011280,Warboys,"7,163"
E05011281,Yaxley,"11,271"
E05011282,Balsham,"3,558"
E05011283,Bar Hill,"4,045"
E05011284,Barrington,"3,237"
E05011285,Bassingbourn,"3,869"
E05011286,Caldecote,"4,831"
E05011287,Cambourne,"10,544"
E05011288,Caxton & Papworth,"6,166"
E05011289,Cottenham,"6,660"
E05011290,Duxford,"3,953"
E05011291,Fen Ditton & Fulbourn,"10,809"
E05011292,Foxton,"3,381"
E05011293,Gamlingay,"3,678"
E05011294,Girton,"5,981"
E05011295,Hardwick,"3,053"
E05011296,Harston & Comberton,"10,203"
E05011297,Histon & Impington,"12,066"
E05011298,Linton,"7,361"
E05011299,Longstanton,"6,129"
E05011300,Melbourn,"8,298"
E05011301,Milton & Waterbeach,"11,360"
E05011302,Over & Willingham,"6,958"
E05011303,Sawston,"7,260"
E05011304,Shelford,"7,546"
E05011305,Swavesey,"3,625"
E05011306,The Mordens,"3,257"
E05011307,Whittlesford,"3,076"
E05011308,Bishop Monkton & Newby,"3,827"
E05011309,Boroughbridge,"3,824"
E05011310,Claro,"3,713"
E05011311,Fountains & Ripley,"4,030"
E05011312,Harrogate Bilton Grange,"4,113"
E05011313,Harrogate Bilton Woodfield,"3,911"
E05011314,Harrogate Central,"4,512"
E05011315,Harrogate Coppice Valley,"4,051"
E05011316,Harrogate Duchy,"3,581"
E05011317,Harrogate Fairfax,"4,484"
E05011318,Harrogate Harlow,"3,687"
E05011319,Harrogate High Harrogate,"4,001"
E05011320,Harrogate Hookstone,"3,360"
E05011321,Harrogate Kingsley,"4,181"
E05011322,Harrogate New Park,"4,123"
E05011323,Harrogate Oatlands,"4,189"
E05011324,Harrogate Old Bilton,"3,336"
E05011325,Harrogate Pannal,"3,658"
E05011326,Harrogate St Georges,"4,359"
E05011327,Harrogate Saltergate,"4,471"
E05011328,Harrogate Starbeck,"3,627"
E05011329,Harrogate Stray,"4,846"
E05011330,Harrogate Valley Gardens,"4,423"
E05011331,Killinghall & Hampsthwaite,"4,197"
E05011332,Knaresborough Aspin & Calcutt,"3,680"
E05011333,Knaresborough Castle,"4,155"
E05011334,Knaresborough Eastfield,"3,229"
E05011335,Knaresborough Scriven Park,"4,645"
E05011336,Marston Moor,"3,841"
E05011337,Masham & Kirkby Malzeard,"3,514"
E05011338,Nidd Valley,"4,241"
E05011339,Ouseburn,"5,502"
E05011340,Pateley Bridge & Nidderdale Moors,"3,661"
E05011341,Ripon Minster,"4,151"
E05011342,Ripon Moorside,"3,855"
E05011343,Ripon Spa,"4,554"
E05011344,Ripon Ure Bank,"3,714"
E05011345,Spofforth with Lower Wharfedale,"3,787"
E05011346,Washburn,"4,095"
E05011347,Wathvale,"4,417"
E05011348,"Adderbury, Bloxham and Bodicote","11,073"
E05011349,Banbury Calthorpe and Easington,"8,885"
E05011350,Ancoats & Beswick,"15,239"
E05011351,Ardwick,"24,133"
E05011352,Baguley,"14,665"
E05011353,Brooklands,"14,737"
E05011354,Burnage,"17,421"
E05011355,Charlestown,"16,237"
E05011356,Cheetham,"20,557"
E05011357,Chorlton,"13,017"
E05011358,Chorlton Park,"16,848"
E05011359,Clayton & Openshaw,"18,320"
E05011360,Crumpsall,"17,080"
E05011361,Deansgate,"18,790"
E05011362,Didsbury East,"14,493"
E05011363,Didsbury West,"15,470"
E05011364,Fallowfield,"16,581"
E05011365,Gorton & Abbey Hey,"21,365"
E05011366,Harpurhey,"19,872"
E05011367,Higher Blackley,"14,849"
E05011368,Hulme,"22,038"
E05011369,Levenshulme,"19,180"
E05011370,Longsight,"19,379"
E05011371,Miles Platting & Newton Heath,"17,855"
E05011372,Moss Side,"20,745"
E05011373,Moston,"17,831"
E05011374,Northenden,"13,904"
E05011375,Old Moat,"14,845"
E05011376,Piccadilly,"20,356"
E05011377,Rusholme,"17,507"
E05011378,Sharston,"16,570"
E05011379,Whalley Range,"16,137"
E05011380,Withington,"15,074"
E05011381,Woodhouse Park,"14,646"
E05011384,Ardsley & Robin Hood,"22,699"
E05011385,Armley,"25,313"
E05011387,Bramley & Stanningley,"22,613"
E05011388,Burmantofts & Richmond Hill,"28,766"
E05011389,Calverley & Farsley,"23,248"
E05011390,Chapel Allerton,"24,471"
E05011391,Cross Gates & Whinmoor,"23,327"
E05011394,Gipton & Harehills,"33,645"
E05011395,Guiseley & Rawdon,"22,697"
E05011396,Harewood,"18,182"
E05011397,Headingley & Hyde Park,"32,459"
E05011399,Hunslet & Riverside,"28,727"
E05011400,Killingbeck & Seacroft,"24,901"
E05011401,Kippax & Methley,"21,222"
E05011402,Kirkstall,"22,223"
E05011403,Little London & Woodhouse,"37,849"
E05011404,Middleton Park,"28,811"
E05011405,Moortown,"22,471"
E05011406,Morley North,"22,482"
E05011407,Morley South,"22,574"
E05011409,Pudsey,"24,747"
E05011410,Rothwell,"20,250"
E05011411,Roundhay,"23,259"
E05011413,Weetwood,"21,542"
E05011414,Wetherby,"20,567"
E05011415,Audley,"8,557"
E05011416,Bradwell,"8,730"
E05011417,Clayton,"2,962"
E05011418,Crackley & Red Street,"6,225"
E05011419,Cross Heath,"5,607"
E05011420,Holditch & Chesterton,"6,277"
E05011421,Keele,"5,159"
E05011422,Kidsgrove & Ravenscliffe,"8,818"
E05011423,Knutton,"3,261"
E05011424,Loggerheads,"4,363"
E05011425,Madeley & Betley,"5,548"
E05011426,Maer & Whitmore,"2,640"
E05011427,May Bank,"8,735"
E05011428,Newchapel & Mow Cop,"5,645"
E05011429,Silverdale,"5,848"
E05011430,Talke & Butt Lane,"9,201"
E05011431,Thistleberry,"5,789"
E05011432,Town,"6,569"
E05011433,Westbury Park & Northwood,"4,899"
E05011434,Westlands,"8,239"
E05011435,Wolstanton,"6,538"
E05011436,Arthur's Hill,"15,639"
E05011437,Benwell & Scotswood,"12,503"
E05011438,Blakelaw,"10,809"
E05011439,Byker,"11,767"
E05011440,Callerton & Throckley,"9,976"
E05011441,Castle,"12,441"
E05011442,Chapel,"8,877"
E05011443,Dene & South Gosforth,"9,879"
E05011444,Denton & Westerhope,"12,574"
E05011445,Elswick,"16,252"
E05011446,Fawdon & West Gosforth,"10,167"
E05011447,Gosforth,"10,665"
E05011448,Heaton,"11,415"
E05011449,Kenton,"10,878"
E05011450,Kingston Park South & Newbiggin Hall,"10,640"
E05011451,Lemington,"9,965"
E05011452,Manor Park,"9,344"
E05011453,Monument,"18,192"
E05011454,North Jesmond,"10,448"
E05011455,Ouseburn,"13,964"
E05011456,Parklands,"11,259"
E05011457,South Jesmond,"11,175"
E05011458,Walker,"11,866"
E05011459,Walkergate,"11,699"
E05011460,West Fenham,"11,013"
E05011461,Wingrove,"13,417"
E05011462,Addiscombe East,"11,463"
E05011463,Addiscombe West,"15,961"
E05011464,Bensham Manor,"16,911"
E05011465,Broad Green,"20,461"
E05011466,Coulsdon Town,"13,890"
E05011467,Crystal Palace & Upper Norwood,"16,950"
E05011468,Fairfield,"13,833"
E05011469,Kenley,"10,743"
E05011470,New Addington North,"10,865"
E05011471,New Addington South,"11,788"
E05011472,Norbury & Pollards Hill,"13,330"
E05011473,Norbury Park,"10,636"
E05011474,Old Coulsdon,"10,033"
E05011475,Park Hill & Whitgift,"5,671"
E05011476,Purley & Woodcote,"16,013"
E05011477,Purley Oaks & Riddlesdown,"9,785"
E05011478,Sanderstead,"15,489"
E05011479,Selhurst,"12,521"
E05011480,Selsdon & Addington Village,"10,143"
E05011481,Selsdon Vale & Forestdale,"9,425"
E05011482,Shirley North,"15,163"
E05011483,Shirley South,"10,368"
E05011484,South Croydon,"18,372"
E05011485,South Norwood,"16,732"
E05011486,Thornton Heath,"17,634"
E05011487,Waddon,"18,804"
E05011488,West Thornton,"18,695"
E05011489,Woodside,"16,884"
E05011490,Ambleside & Grasmere,"4,577"
E05011491,Arnside & Milnthorpe,"6,222"
E05011492,Bowness & Levens,"6,053"
E05011493,Broughton & Coniston,"6,156"
E05011494,Burton & Crooklands,"5,840"
E05011495,Cartmel,"4,095"
E05011496,Furness Peninsula,"5,583"
E05011497,Grange,"5,509"
E05011498,Kendal East,"6,585"
E05011499,Kendal North,"4,334"
E05011500,Kendal Rural,"6,110"
E05011501,Kendal South & Natland,"6,164"
E05011502,Kendal Town,"6,820"
E05011503,Kendal West,"6,762"
E05011504,Sedbergh & Kirkby Lonsdale,"6,444"
E05011505,Ulverston East,"5,954"
E05011506,Ulverston West,"5,596"
E05011507,Windermere,"6,101"
E05011508,Audley & Queen's Park,"10,806"
E05011509,Bastwell & Daisyfield,"8,607"
E05011510,Billinge & Beardwood,"8,964"
E05011511,Blackburn Central,"9,248"
E05011512,Blackburn South & Lower Darwen,"7,814"
E05011513,Blackburn South East,"9,970"
E05011514,Darwen East,"9,483"
E05011515,Darwen South,"7,720"
E05011516,Darwen West,"8,374"
E05011517,Ewood,"9,856"
E05011518,Little Harwood & Whitebirk,"8,848"
E05011519,Livesey with Pleasington,"7,551"
E05011520,Mill Hill & Moorgate,"8,153"
E05011521,Roe Lee,"8,918"
E05011522,Shear Brow & Corporation Park,"8,942"
E05011523,Wensley Fold,"9,209"
E05011524,West Pennine,"7,567"
E05011525,Avenue,"12,968"
E05011526,Beverley & Newland,"16,261"
E05011527,Boothferry,"12,183"
E05011528,Bricknell,"7,729"
E05011529,Central,"12,490"
E05011530,Derringham,"11,415"
E05011531,Drypool,"12,317"
E05011532,Holderness,"11,076"
E05011533,Ings,"8,802"
E05011534,Kingswood,"5,860"
E05011535,Longhill & Bilton Grange,"12,294"
E05011536,Marfleet,"13,378"
E05011537,Newington & Gipsyville,"14,747"
E05011538,North Carr,"16,545"
E05011539,Orchard Park,"15,508"
E05011540,Pickering,"7,959"
E05011541,St Andrew's & Docklands,"16,134"
E05011542,Southcoates,"15,265"
E05011543,Sutton,"12,696"
E05011544,University,"10,849"
E05011545,West Carr,"12,650"
E05011547,Horsforth,"22,447"
E05011549,Otley & Yeadon,"22,064"
E05011552,Balderton North & Coddington,"6,812"
E05011553,Beacon,"9,440"
E05011554,Castle,"3,362"
E05011555,Farndon & Fernwood,"7,151"
E05011558,"Brasted, Chevening and Sundridge","6,740"
E05011559,Seal and Weald,"4,298"
E05011560,Bottisham,"5,853"
E05011561,Burwell,"6,420"
E05011562,Downham Villages,"3,097"
E05011563,Ely East,"6,101"
E05011564,Ely North,"5,052"
E05011565,Ely West,"10,506"
E05011566,Fordham & Isleham,"6,297"
E05011567,Haddenham,"3,358"
E05011568,Littleport,"10,103"
E05011569,Soham North,"7,931"
E05011570,Soham South,"6,241"
E05011571,Stretham,"6,615"
E05011572,Sutton,"5,566"
E05011573,Woodditton,"7,032"
E05011574,Devonshire,"14,460"
E05011575,Hampden Park,"11,019"
E05011576,Langney,"10,658"
E05011577,Meads,"11,769"
E05011578,Old Town,"11,204"
E05011579,Ratton,"9,672"
E05011580,St Anthony's,"11,426"
E05011581,Sovereign,"12,477"
E05011582,Upperton,"10,639"
E05011583,"Chailey, Barcombe & Hamsey","5,491"
E05011584,Ditchling & Westmeston,"2,475"
E05011585,East Saltdean & Telscombe Cliffs,"7,896"
E05011586,Kingston,"2,086"
E05011587,Lewes Bridge,"5,173"
E05011588,Lewes Castle,"4,332"
E05011589,Lewes Priory,"8,332"
E05011590,Newhaven North,"5,135"
E05011591,Newhaven South,"8,102"
E05011592,Newick,"2,570"
E05011593,Ouse Valley & Ringmer,"6,656"
E05011594,Peacehaven East,"5,504"
E05011595,Peacehaven North,"5,089"
E05011596,Peacehaven West,"5,020"
E05011597,"Plumpton, Streat, East Chiltington & St John","2,338"
E05011598,Seaford Central,"5,127"
E05011599,Seaford East,"4,796"
E05011600,Seaford North,"5,328"
E05011601,Seaford South,"4,619"
E05011602,Seaford West,"4,706"
E05011603,Wivelsfield,"2,750"
E05011604,Bexhill Central,"6,029"
E05011605,Bexhill Collington,"4,318"
E05011606,Bexhill Kewhurst,"4,906"
E05011607,Bexhill Old Town & Worsham,"4,392"
E05011608,Bexhill Pebsham & St Michaels,"5,302"
E05011609,Bexhill Sackville,"5,222"
E05011610,Bexhill Sidley,"6,144"
E05011611,Bexhill St Marks,"4,666"
E05011612,Bexhill St Stephens,"5,185"
E05011613,Brede & Udimore,"2,124"
E05011614,Burwash & the Weald,"4,746"
E05011615,Catsfield & Crowhurst,"2,670"
E05011616,Eastern Rother,"5,179"
E05011617,Hurst Green & Ticehurst,"5,455"
E05011618,"North Battle, Netherfield & Whatlington","5,445"
E05011619,Northern Rother,"5,036"
E05011620,Robertsbridge,"2,730"
E05011621,Rye & Winchelsea,"5,279"
E05011622,Sedlescombe & Westfield,"5,373"
E05011623,South Battle & Telham,"2,203"
E05011624,Southern Rother,"4,312"
E05011625,Arlington,"3,513"
E05011626,Buxted,"4,204"
E05011627,"Chiddingly, East Hoathly & Waldron","3,536"
E05011628,Crowborough Central,"3,507"
E05011629,Crowborough Jarvis Brook,"3,933"
E05011630,Crowborough North,"4,103"
E05011631,Crowborough South East,"4,195"
E05011632,Crowborough South West,"3,049"
E05011633,Crowborough St Johns,"3,450"
E05011634,Danehill & Fletching,"4,051"
E05011635,Forest Row,"4,430"
E05011636,Framfield & Cross-in-Hand,"3,323"
E05011637,Frant & Wadhurst,"6,928"
E05011638,Hadlow Down & Rotherfield,"3,371"
E05011639,Hailsham Central,"2,607"
E05011640,Hailsham East,"4,632"
E05011641,Hailsham North,"3,293"
E05011642,Hailsham North West,"3,704"
E05011643,Hailsham South,"3,384"
E05011644,Hailsham West,"4,227"
E05011645,Hartfield,"3,368"
E05011646,Heathfield North,"3,906"
E05011647,Heathfield South,"4,264"
E05011648,Hellingly,"5,137"
E05011649,Herstmonceux & Pevensey Levels,"6,973"
E05011650,Horam & Punnetts Town,"6,743"
E05011651,Lower Willingdon,"3,338"
E05011652,Maresfield,"3,838"
E05011653,Mayfield & Five Ashes,"3,693"
E05011654,Pevensey Bay,"2,993"
E05011655,Polegate Central,"5,160"
E05011656,Polegate North,"3,942"
E05011657,Polegate South & Willingdon Watermill,"3,629"
E05011658,South Downs,"3,102"
E05011659,Stone Cross,"3,537"
E05011660,Uckfield East,"3,321"
E05011661,Uckfield New Town,"6,941"
E05011662,Uckfield North,"3,047"
E05011663,Uckfield Ridgewood & Little Horsted,"2,030"
E05011664,Upper Willingdon,"3,179"
E05011665,Withyham,"3,152"
E05011666,Chichester Central,"3,035"
E05011667,Chichester East,"7,115"
E05011668,Chichester North,"5,512"
E05011669,Chichester South,"6,634"
E05011670,Chichester West,"6,897"
E05011671,Easebourne,"2,880"
E05011672,Fernhurst,"6,752"
E05011673,Fittleworth,"3,108"
E05011674,Goodwood,"3,266"
E05011675,Harbour Villages,"11,181"
E05011676,Harting,"3,637"
E05011677,Lavant,"3,345"
E05011678,Loxwood,"7,142"
E05011679,Midhurst,"7,294"
E05011680,North Mundham & Tangmere,"7,718"
E05011681,Petworth,"3,605"
E05011682,Selsey South,"6,107"
E05011683,Sidlesham with Selsey North,"5,802"
E05011684,Southbourne,"7,256"
E05011685,The Witterings,"10,003"
E05011686,Westbourne,"3,219"
E05011701,Cholsey,"10,307"
E05011702,Didcot North East,"10,245"
E05011703,Didcot South,"10,256"
E05011704,Forest Hill & Holton,"3,597"
E05011705,Haseley Brook,"4,182"
E05011707,Kidmore End & Whitchurch,"3,870"
E05011708,Sandford & the Wittenhams,"4,033"
E05011710,Wallingford,"8,336"
E05011711,Wheatley,"4,158"
E05011712,Woodcote & Rotherfield,"8,888"
E05011713,Blewbury & Harwell,"8,671"
E05011714,Cumnor,"6,743"
E05011715,Drayton,"3,637"
E05011717,Sutton Courtenay,"3,312"
E05011718,Thames,"3,221"
E05011719,Wootton,"3,484"
E05011720,All Saints,"5,595"
E05011721,Allhallow & Waverton,"1,880"
E05011722,Aspatria,"3,944"
E05011723,Boltons,"1,928"
E05011724,Broughton St Bridgets,"3,601"
E05011725,Christchurch,"4,319"
E05011726,Crummock & Derwent Valley,"1,844"
E05011727,Dalton,"1,792"
E05011728,Ellen & Gilcrux,"4,074"
E05011729,Flimby,"1,699"
E05011730,Harrington & Salterbeck,"6,113"
E05011731,Keswick,"5,973"
E05011732,Marsh & Wampool,"3,796"
E05011733,Maryport North,"6,066"
E05011734,Maryport South,"4,240"
E05011735,Moorclose & Moss Bay,"7,019"
E05011736,St John's,"5,863"
E05011737,St Michael's,"3,618"
E05011738,Seaton & Northside,"6,324"
E05011739,Silloth & Solway Coast,"5,873"
E05011740,Stainburn & Clifton,"3,919"
E05011741,Warnell,"1,807"
E05011742,Wigton & Woodside,"6,544"
E05011743,Aylesford & East Stour,"6,962"
E05011744,Beaver,"6,975"
E05011745,Biddenden,"2,600"
E05011746,Bircholt,"2,849"
E05011747,Bockhanger,"3,019"
E05011748,Bybrook,"3,338"
E05011749,Charing,"2,612"
E05011750,Conningbrook & Little Burton Farm,"1,790"
E05011751,Downs North,"2,579"
E05011752,Downs West,"2,635"
E05011753,Furley,"6,813"
E05011754,Goat Lees,"2,587"
E05011755,Godinton,"4,341"
E05011756,Highfield,"2,461"
E05011757,Isle of Oxney,"2,689"
E05011758,Kennington,"2,272"
E05011759,Kingsnorth Village & Bridgefield,"2,658"
E05011760,"Mersham, Sevington South with Finberry","2,142"
E05011761,Norman,"3,140"
E05011762,Park Farm North,"2,610"
E05011763,Park Farm South,"2,730"
E05011764,Repton,"2,744"
E05011765,Rolvenden & Tenterden West,"2,675"
E05011766,Roman,"2,978"
E05011767,Saxon Shore,"2,632"
E05011768,Singleton East,"2,704"
E05011769,Singleton West,"3,049"
E05011770,Stanhope,"3,744"
E05011771,Tenterden North,"2,134"
E05011772,Tenterden South,"2,183"
E05011773,Tenterden St Michael's,"2,673"
E05011774,Upper Weald,"2,701"
E05011775,Victoria,"6,399"
E05011776,Washford,"2,884"
E05011777,Weald Central,"4,939"
E05011778,Weald North,"2,452"
E05011779,Weald South,"5,354"
E05011780,Willesborough,"6,371"
E05011781,Wye with Hinxhill,"2,600"
E05011782,Axminster,"7,830"
E05011783,Beer & Branscombe,"2,402"
E05011784,Broadclyst,"5,938"
E05011785,Budleigh & Raleigh,"7,822"
E05011786,Clyst Valley,"2,336"
E05011787,Coly Valley,"4,628"
E05011788,Cranbrook,"4,501"
E05011789,Dunkeswell & Otterhead,"5,553"
E05011790,Exe Valley,"2,508"
E05011791,Exmouth Brixington,"8,028"
E05011792,Exmouth Halsdon,"7,525"
E05011793,Exmouth Littleham,"7,911"
E05011794,Exmouth Town,"7,706"
E05011795,Exmouth Withycombe Raleigh,"4,655"
E05011796,Feniton,"2,613"
E05011797,Honiton St Michael's,"6,764"
E05011798,Honiton St Paul's,"4,735"
E05011799,Newbridges,"2,494"
E05011800,Newton Poppleford & Harpford,"2,227"
E05011801,Ottery St Mary,"7,631"
E05011802,Seaton,"6,987"
E05011803,Sidmouth Rural,"2,206"
E05011804,Sidmouth Sidford,"7,792"
E05011805,Sidmouth Town,"4,328"
E05011806,Tale Vale,"2,761"
E05011807,Trinity,"2,679"
E05011808,West Hill & Aylesbeare,"2,695"
E05011809,Whimple & Rockbeare,"3,728"
E05011810,Woodbury & Lympstone,"6,601"
E05011811,Yarty,"2,496"
E05011812,Billingshurst,"9,881"
E05011813,"Bramber, Upper Beeding & Woodmancote","5,403"
E05011814,Broadbridge Heath,"6,187"
E05011815,Colgate & Rusper,"4,872"
E05011816,"Cowfold, Shermanbury & West Grinstead","5,567"
E05011817,Denne,"10,501"
E05011818,Forest,"8,911"
E05011819,Henfield,"5,821"
E05011820,Holbrook East,"5,921"
E05011821,Holbrook West,"6,582"
E05011822,"Itchingfield, Slinfold & Warnham","5,995"
E05011823,Nuthurst & Lower Beeding,"2,932"
E05011824,"Pulborough, Coldwaltham & Amberley","7,363"
E05011825,Roffey North,"6,272"
E05011826,Roffey South,"6,902"
E05011827,Rudgwick,"3,026"
E05011828,Southwater North,"7,135"
E05011829,Southwater South & Shipley,"5,803"
E05011830,Steyning & Ashurst,"6,294"
E05011831,Storrington & Washington,"9,354"
E05011832,Trafalgar,"6,277"
E05011833,"West Chiltington, Thakeham & Ashington","8,475"
E05011834,Bacton,"2,406"
E05011835,Beeston Regis & The Runtons,"2,674"
E05011836,Briston,"2,630"
E05011837,Coastal,"2,269"
E05011838,Cromer Town,"5,089"
E05011839,Erpingham,"2,695"
E05011840,Gresham,"2,530"
E05011841,Happisburgh,"2,760"
E05011842,Hickling,"2,592"
E05011843,Holt,"5,053"
E05011844,Hoveton & Tunstead,"5,296"
E05011845,Lancaster North,"2,386"
E05011846,Lancaster South,"5,671"
E05011847,Mundesley,"2,709"
E05011848,North Walsham East,"5,156"
E05011849,North Walsham Market Cross,"2,463"
E05011850,North Walsham West,"5,313"
E05011851,Poppyland,"2,628"
E05011852,Priory,"2,286"
E05011853,Roughton,"2,898"
E05011854,St Benet's,"2,432"
E05011855,Sheringham North,"2,962"
E05011856,Sheringham South,"4,657"
E05011857,Stalham,"5,916"
E05011858,Stibbard,"2,737"
E05011859,Stody,"2,488"
E05011860,Suffield Park,"2,673"
E05011861,The Raynhams,"2,730"
E05011862,Trunch,"2,624"
E05011863,Walsingham,"2,482"
E05011864,Wells with Holkham,"2,473"
E05011865,Worstead,"3,489"
E05011866,"Beck Vale, Dickleburgh & Scole","6,538"
E05011867,Bressingham & Burston,"3,338"
E05011868,Brooke,"3,376"
E05011869,Bunwell,"3,124"
E05011870,Central Wymondham,"5,643"
E05011871,Cringleford,"5,596"
E05011872,Diss & Roydon,"11,344"
E05011874,Easton,"2,166"
E05011875,Forncett,"3,509"
E05011877,Hempnall,"3,325"
E05011878,Hethersett,"8,608"
E05011879,Hingham & Deopham,"3,119"
E05011880,Loddon & Chedgrave,"5,803"
E05011881,Mulbarton & Stoke Holy Cross,"9,329"
E05011882,New Costessey,"6,200"
E05011883,Newton Flotman,"3,104"
E05011884,North Wymondham,"6,343"
E05011885,Old Costessey,"10,883"
E05011886,"Poringland, Framinghams & Trowse","8,001"
E05011887,Rockland,"3,421"
E05011888,South Wymondham,"5,794"
E05011889,Stratton,"4,451"
E05011890,Thurlton,"3,157"
E05011891,Wicklewood,"4,195"
E05011892,Ambrook,"6,590"
E05011893,Ashburton & Buckfastleigh,"9,158"
E05011894,Bishopsteignton,"2,703"
E05011895,Bovey,"7,872"
E05011896,Bradley,"7,208"
E05011897,Buckland & Milber,"8,318"
E05011898,Bushell,"6,068"
E05011899,Chudleigh,"5,831"
E05011900,College,"5,372"
E05011901,Dawlish North East,"8,950"
E05011902,Dawlish South West,"6,263"
E05011903,Haytor,"2,472"
E05011904,Ipplepen,"2,523"
E05011905,Kenn Valley,"8,279"
E05011906,Kenton & Starcross,"2,763"
E05011907,Kerswell-with-Combe,"6,207"
E05011908,Kingsteignton East,"6,531"
E05011909,Kingsteignton West,"5,776"
E05011910,Moretonhampstead,"3,011"
E05011911,Shaldon & Stokeinteignhead,"2,523"
E05011912,Teign Valley,"4,933"
E05011913,Teignmouth Central,"5,696"
E05011914,Teignmouth East,"4,774"
E05011915,Teignmouth West,"5,218"
E05011916,Appledore,"3,795"
E05011917,Bideford East,"5,865"
E05011918,Bideford North,"5,978"
E05011919,Bideford South,"3,885"
E05011920,Bideford West,"2,726"
E05011921,Broadheath,"4,013"
E05011922,Great Torrington,"6,053"
E05011923,Hartland,"6,125"
E05011924,Holsworthy,"3,312"
E05011925,Milton & Tamarside,"4,193"
E05011926,Monkleigh & Putford,"3,927"
E05011927,Northam,"5,049"
E05011928,Shebbear & Langtree,"3,917"
E05011929,Two Rivers & Three Moors,"3,956"
E05011930,Westward Ho!,"3,716"
E05011931,Winkleigh,"2,209"
E05011932,Alresford & Elmstead,"6,663"
E05011933,Ardleigh & Little Bromley,"2,839"
E05011934,Bluehouse,"5,454"
E05011935,Brightlingsea,"8,722"
E05011936,Burrsville,"5,197"
E05011937,Cann Hall,"6,493"
E05011938,Coppins,"7,572"
E05011939,Dovercourt All Saints,"6,390"
E05011940,Dovercourt Bay,"3,178"
E05011941,Dovercourt Tollgate,"3,471"
E05011942,Dovercourt Vines & Parkeston,"3,102"
E05011943,Eastcliff,"2,965"
E05011944,Frinton,"5,398"
